cultivar,price,note,id,url,image,hybridizer,year,color,parentage,ploidy,bloomseason,budcount,branches,form,bloomsize,bloomhabit,seedlingnum,foliagetype,scapeheight,fragrance,sculpting,rebloom
Stop The Show,$8.00,,40623,https://www.daylilies.org/DaylilyDB/detail.php?id=40623,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Stop_the_Show.jpg,Gates-L.,1986,lavender pink and yellow polychrome with green chartreuse throat,"",Tetraploid,"Early,Rebloom","","","","6.5 in, (17 cm)",Extended,PL-536-84,Evergreen,"24 in, (61 cm)",Fragrant,"",""
Storm At Sea,"",,175401,https://www.daylilies.org/DaylilyDB/detail.php?id=175401,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Storm At Sea.jpg,Salter,2014,deep purple with a violet blue eye and a toothy white edge,((God Save the Queen × Character Counts) × (Forbidden Fantasy × Storm of Swords)),Tetraploid,"Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,JS-13F-09,Semi-Evergreen,"28 in, (71 cm)","","",""
Strawberry Granita,$12.00,,179255,https://www.daylilies.org/DaylilyDB/detail.php?id=179255,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/strawberry_granita.jpg,Garrett-L.,2015,"light pink with strawberry eye, yellow to green throat",(sdlg × Magic Maker),Diploid,"Early-Midseason,Rebloom",20,3,"","5.25 in, (13 cm)",Diurnal,13-BOMM-1,Evergreen,"30 in, (76 cm)","","",""
Strawberry Truffle,"",,10435,https://www.daylilies.org/DaylilyDB/detail.php?id=10435,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Strawberry_Truffles.jpg,Kirchhoff-D.,2001,rose red with violet suffusion above yellow to green throat,(((sdlg × Manhattan Serenade) × (Plum Plume × (sdlg × Enchanting Lady))),Tetraploid,"Extra Early,Rebloom",27,4,Double 95%,"5.5 in, (14 cm)",Extended,"",Evergreen,"34 in, (86 cm)","","",""
Street Urchin,$10.00,,10438,https://www.daylilies.org/DaylilyDB/detail.php?id=10438,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Street_Urchin.jpg,Kirchhoff-D.,1992,bright red with wide almond edges and green to yellow throat,(Whooperee × Autumn Valentine),Tetraploid,"Midseason,Rebloom","","","","5.5 in, (14 cm)",Diurnal,BERWHO-1-91,Evergreen,"25 in, (64 cm)","","",""
String Bikini,$8.00,,145715,https://www.daylilies.org/DaylilyDB/detail.php?id=145715,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/string_bikini.jpg,Stamile,2002,lavender self above green throat,(Waiting in the Wings × (Lavender Arrowhead × Moving all Over)),Tetraploid,"Extra Early,Rebloom",30,6,Spider 5.25:1,"7 in, (18 cm)",Diurnal,0131-A,Evergreen,"30 in, (76 cm)","","",""
Suburban Big Ma,$8.00,,145038,https://www.daylilies.org/DaylilyDB/detail.php?id=145038,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban_Big_Ma.jpg,Watts,2001,rose pink blend with heavy gold edge above large yellow to green throat,(Chance Encounter × Ida's Magic),Tetraploid,"Midseason,Rebloom",20,3,"","6 in, (15 cm)",Diurnal,SUB 01-1,Evergreen,"34 in, (86 cm)","","",""
Suburban Clainey,$15.00,,150444,https://www.daylilies.org/DaylilyDB/detail.php?id=150444,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban_Clainey.jpg,Watts,2004,light rose pink self above yellow to green throat,(Lavender Arrowhead × Wings on High),Tetraploid,"Midseason-Late,Rebloom",20,5,Unusual FormCrispate,"10.5 in, (27 cm)",Diurnal,"",Dormant,"36 in, (91 cm)","","",""
Suburban Coach Burnham,"",,169271,https://www.daylilies.org/DaylilyDB/detail.php?id=169271,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban Coach Burnham.jpg,Watts,2011,purple with yellow midribs and yellow green throat,(Pueblo Dancer × Deltona Inn),Diploid,"Midseason-Late,Rebloom",18,4,Unusual FormCrispate,"7.5 in, (19 cm)",Diurnal,71-11,Semi-Evergreen,"36 in, (91 cm)","","",""
Suburban Coach G.,"",,179205,https://www.daylilies.org/DaylilyDB/detail.php?id=179205,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban Coach G.jpg,Watts,2015,rose pink with light purple halo and green to yellow throat,(sdlg × Clark Gable),Tetraploid,"Early-Midseason,Rebloom",12,3,Double 100%,"5.25 in, (13 cm)",Diurnal,34-10,Evergreen,"21 in, (53 cm)","","",""
Suburban Daddy John,"",,150445,https://www.daylilies.org/DaylilyDB/detail.php?id=150445,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban_Daddy_John.jpg,Watts,2004,pale orange with dark purple eye and edge above yellow green throat,(Wolf Eyes × sdlg),Tetraploid,"Midseason-Late,Rebloom","","","","4.5 in, (11 cm)",Diurnal,"",Evergreen,"34 in, (86 cm)","","",""
Suburban Golden Eagle,$10.00,,10461,https://www.daylilies.org/DaylilyDB/detail.php?id=10461,https://www.daylilies.org/DaylilyDB/None,Watts,1998,deep gold self with gold throat,(Betty Warren Woods × Lady Arabella),Tetraploid,"Early,Rebloom",24,4,"","6 in, (15 cm)",Diurnal,SUB951,Evergreen,"28 in, (71 cm)","","",""
Suburban Nancy Gayle,$10.00,,149776,https://www.daylilies.org/DaylilyDB/detail.php?id=149776,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban_Nancy_Gayle.jpg,Watts,2004,red self above yellow throat,(Ruby Spider × Wispy Rays),Tetraploid,"Midseason-Late,Rebloom",20,6,"","6 in, (15 cm)",Diurnal,"",Evergreen,"29 in, (74 cm)","","",""
Sugar Lips,"",,182101,https://www.daylilies.org/DaylilyDB/detail.php?id=182101,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/sugarlips.jpg,Trimmer,2017,"pink with chartreuse throat, circular form",(unknown × unknown),Tetraploid,"Early-Midseason,Rebloom",26,4,"","7 in, (18 cm)",Diurnal,3-131,Evergreen,"27 in, (69 cm)",Fragrant,"",""
Sunglasses Needed,"",,157095,https://www.daylilies.org/DaylilyDB/detail.php?id=157095,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sunglasses_Needed.jpg,Joiner-J.,2007,light yellow lemon ruffled self,(Ruffled Ruckus × sdlg),Diploid,"Midseason,Rebloom",14,3,Double 95%,"7 in, (18 cm)",Diurnal,J03-DD-RR-SDLG-15,Evergreen,"32 in, (81 cm)",Fragrant,"",""
Sunset Riviera,"",,181916,https://www.daylilies.org/DaylilyDB/detail.php?id=181916,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sunset Rivera.JPG,Pierce-G.,2016,"yellow cream with lavender purple eye outlined in dark purple raspberry with veining over eye, above orange green throat, purple and raspberry double edge",(Facemaker × Tet. Exotic Pattern),Tetraploid,"Early-Midseason,Rebloom",60,7,"","6.5 in, (17 cm)",Diurnal,3003-A,Evergreen,"40 in, (102 cm)","","",""
Super Double Delight,"",,41215,https://www.daylilies.org/DaylilyDB/detail.php?id=41215,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/super_double_delight.jpg,McFarland,1978,yellow self with green throat,(Double Eva × sdlg),Diploid,Midseason,"","",Double,"7.5 in, (19 cm)",Extended,"",Evergreen,"30 in, (76 cm)",Very Fragrant,"",""
Suwannee Silk,$10.00,,10586,https://www.daylilies.org/DaylilyDB/detail.php?id=10586,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suwannee Silk.jpg,Houston,1996,rose pink with etched red eyezone and chartreuse throat,"",Tetraploid,"Early,Rebloom","","","","8 in, (20 cm)",Diurnal,"",Semi-Evergreen,"20 in, (51 cm)",Fragrant,"",""
Suzy Cream Cheese,$8.00,,142661,https://www.daylilies.org/DaylilyDB/detail.php?id=142661,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/SUZY_CREAM_CHEESE.jpg,Bachman,2001,peach self above gold yellow throat,"",Diploid,Late,30,5,Spider 4.00:1,"7 in, (18 cm)",Diurnal,95-96,Dormant,"35 in, (89 cm)","","",""
Sweet Love Of Heaven,$10.00,,10620,https://www.daylilies.org/DaylilyDB/detail.php?id=10620,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sweet_Love_Of_Heaven.jpg,Grace-L.,2000,satin peach with gray lavender eye above green throat,(sdlg × Shimmering Elegance),Tetraploid,Midseason,25,3,"","5.5 in, (14 cm)",Nocturnal,49897,Evergreen,"21 in, (53 cm)",Fragrant,"",""
Sweet Tranquility,$12.00,,151893,https://www.daylilies.org/DaylilyDB/detail.php?id=151893,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sweet_Tranquility.jpg,Salter,2005,cream lavender with white gold edge above green throat,"",Tetraploid,"Midseason,Rebloom",35,4,"","6 in, (15 cm)",Diurnal,"",Evergreen,"28 in, (71 cm)","","",""
Sweet Vidalia,$10.00,,10642,https://www.daylilies.org/DaylilyDB/detail.php?id=10642,https://www.daylilies.org/DaylilyDB/None,Scott-E.,1998,light pink with gold edge and green throat,(Splendid Touch × sdlg),Tetraploid,"Midseason,Rebloom",20,4,"","5.75 in, (15 cm)",Diurnal,98Q-1,Semi-Evergreen,"22 in, (56 cm)",Fragrant,"",""
Swirling Spider,$10.00,,41523,https://www.daylilies.org/DaylilyDB/detail.php?id=41523,https://www.daylilies.org/DaylilyDB/AHSPhoto/S/swirling spider.jpg,Hite,1990,red spider with green throat,(Twist of Lemon × Samar Star Fire),Tetraploid,Early-Midseason,"","",Unusual FormCrispate-Cascade,"10 in, (25 cm)","",T-90-1,Semi-Evergreen,"34 in, (86 cm)","","",""
Sydney My Sunshine,"",,157523,https://www.daylilies.org/DaylilyDB/detail.php?id=157523,https://www.daylilies.org/DaylilyDB/None,Kovach,2007,bright yellow self,(Jean Swann × Take Heart),Diploid,Midseason,16,4,Double 99%,"5.75 in, (15 cm)",Diurnal,02_JSXTH,Dormant,"24 in, (61 cm)","","",""
Tahoe Snow Blizzard,$15.00,,153556,https://www.daylilies.org/DaylilyDB/detail.php?id=153556,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tahoe_Snow_Blizzard.jpg,Gossard,2006,white self above green throat,(Heavenly Angel Ice × Lavender Handlebars),Diploid,"Midseason,Rebloom",30,5,Unusual FormCascade-Spatulate,"10 in, (25 cm)",Diurnal,HAICELH#1,Evergreen,"55 in, (140 cm)",Very Fragrant,"",""
Taken By Storm,$10.00,,10685,https://www.daylilies.org/DaylilyDB/detail.php?id=10685,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Taken_By_Storm.jpg,Salter,1993,purple self with green throat,(sdlg × Black Ambrosia),Tetraploid,"Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,"",Semi-Evergreen,"28 in, (71 cm)","","",""
Tallahassee Two Step,"",,167552,https://www.daylilies.org/DaylilyDB/detail.php?id=167552,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tallahassee Two Step.jpg,Herrington-T.,2011,amethyst lavender plicata blend above a green to yellow throat,(Blackberry Cupcake × Dorothy and Toto),Tetraploid,"Midseason,Rebloom",25,7,Double 100%,"5 in, (13 cm)",Diurnal,h6,Semi-Evergreen,"26 in, (66 cm)",Fragrant,"",""
Talon,$6.00,,10697,https://www.daylilies.org/DaylilyDB/detail.php?id=10697,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Talon.jpg,Roberts-N.,1997,purple self with a yellow throat,"",Diploid,Early-Midseason,"","",Unusual FormCrispate,"6.5 in, (17 cm)",Extended,"",Semi-Evergreen,"25 in, (64 cm)","","",""
Tar And Feather,$10.00,,46599,https://www.daylilies.org/DaylilyDB/detail.php?id=46599,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tar And Feather.jpg,Kaskel,1999,chrome yellow with black purple eyezone above lime green throat,(sdlg × Isle of Zanzibar),Tetraploid,"Midseason,Rebloom",24,3,"","6.5 in, (17 cm)",Diurnal,97-463,Evergreen,"26 in, (66 cm)","","",""
Tavares Double Ruffle,"",,168868,https://www.daylilies.org/DaylilyDB/detail.php?id=168868,https://www.daylilies.org/DaylilyDB/None,Smith-Harry-P.,2012,pink orange blend heavily substanced,(sdlg × sdlg),Tetraploid,"Early-Midseason,Rebloom",28,"",Double 100%,"7 in, (18 cm)",Diurnal,ph1,Evergreen,"29 in, (74 cm)","","",""
Tawny Pink,$6.00,,41779,https://www.daylilies.org/DaylilyDB/detail.php?id=41779,https://www.daylilies.org/DaylilyDB/None,Beckham,1981,tawny pink self with green throat,(Zaidee Williams × Hazel Monette),Diploid,"Early-Midseason,Rebloom","","","","7 in, (18 cm)",Extended,B 12-76,Semi-Evergreen,"19 in, (48 cm)",Fragrant,"",""
Ted's Tribute To Linda,$20.00,,161738,https://www.daylilies.org/DaylilyDB/detail.php?id=161738,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Ted's_Tribute_To_Linda.jpg,Petit,2009,lavender with lighter watermark and gold edge,(Alexa Kathryn × Gary Colby),Tetraploid,"Midseason,Rebloom","","","","8 in, (20 cm)",Diurnal,S-10-01,Semi-Evergreen,"25 in, (64 cm)","","",""
Temples and Towers,"",,170532,https://www.daylilies.org/DaylilyDB/detail.php?id=170532,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/TEMPLES AND TOWERS.jpg,Lambertson,2012,"medium purple petals, light lavender sepals, blue purple eye and edge, cream outer edge, green throat",(Eyes a Blue × sdlg),Tetraploid,"Early-Midseason,Rebloom",30,5,"","7 in, (18 cm)",Diurnal,LL228,Semi-Evergreen,"27 in, (69 cm)","","",""
Tennessee Treasure,$12.00,,144014,https://www.daylilies.org/DaylilyDB/detail.php?id=144014,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tennessee_Treasure.jpg,Carpenter-J.,2002,rich velvety red with light red watermark above green throat,(Ida's Magic × sdlg),Tetraploid,"Midseason,Rebloom",35,5,"","5 in, (13 cm)",Diurnal,JC-00-174,Evergreen,"26 in, (66 cm)",Fragrant,"",""
Tequila Mockingbird,$10.00,,149751,https://www.daylilies.org/DaylilyDB/detail.php?id=149751,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tequila_Mocking_Bird.jpg,Trimmer,2005,orange with red eye above green throat,(Spice Hunter × (Sudden Fire × Tet. Ruffled Masterpiece)),Tetraploid,"Early-Midseason,Rebloom",25,2,"","5.75 in, (15 cm)",Diurnal,"",Evergreen,"32 in, (81 cm)","","",""
Thanks For Last Night,$20.00,,165115,https://www.daylilies.org/DaylilyDB/detail.php?id=165115,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Thanks_for_Last_Night.jpg,Kovach,2010,"lavender plum double with raised midribs, double edge lighter near white edges next to darker lavender edge, darker lavender eye and green throat",(Topguns Power Broker × Signature Truffle),Tetraploid,Midseason,18,4,Double 95%,"4.75 in, (12 cm)",Diurnal,C89,Semi-Evergreen,"30 in, (76 cm)","","",""
The Anointed One,$10.00,,157024,https://www.daylilies.org/DaylilyDB/detail.php?id=157024,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The_Anointed_One.jpg,Petit,2008,coral self with gold wire edge,(((Barbie In Pink × April LaQuinta) × Aloha Hawaii) × (Fine French Porcelain × Tranquil Horizon)),Tetraploid,"Midseason,Rebloom",28,3,"","7.5 in, (19 cm)",Diurnal,S09-13,Semi-Evergreen,"28 in, (71 cm)","","",""
The Band Played On,$12.00,,154361,https://www.daylilies.org/DaylilyDB/detail.php?id=154361,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/the_band_played_on.jpg,Stamile,2006,orchid rose with black eye and edge above green throat,(Rock Solid × Zahadoom),Tetraploid,"Early,Rebloom",21,3,"","5.5 in, (14 cm)",Diurnal,3143-F,Evergreen,"25 in, (64 cm)",Fragrant,"",""
The Blessing of Freedom,"",,174968,https://www.daylilies.org/DaylilyDB/detail.php?id=174968,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The Blessing Of Freedom.jpg,Grace-L.,2014,"rich red color, contrasting a pink watermark eye with a small yellow gold edge",(Precious Stones × sdlg),Tetraploid,"Early-Midseason,Rebloom",25,3,"","6 in, (15 cm)",Nocturnal,554-10,Evergreen,"28 in, (71 cm)",Very Fragrant,"",""
The Bravo Brigade,$20.00,,167881,https://www.daylilies.org/DaylilyDB/detail.php?id=167881,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The Bravo Brigade.jpg,Salter,2011,pale cream with a large raisin plum eye that covers most of the petal,((Spellbound Secret × (Shipwreck Cove × unknown)) × (Spellbound Secret × Fully Exotic)),Tetraploid,"Midseason,Rebloom",28,4,"","5.5 in, (14 cm)",Diurnal,Eye 1118,Semi-Evergreen,"29 in, (74 cm)","","",""
The King Is Coming,$12.00,,149533,https://www.daylilies.org/DaylilyDB/detail.php?id=149533,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The_King_is_Coming.jpg,Carpenter-J.,2004,royal purple with silvery lavender gray watermark and edge above green throat,(Evening Enchantment × Mrs John Cooper),Tetraploid,"Midseason,Rebloom",26,5,"","5.5 in, (14 cm)",Diurnal,T-20-1011,Evergreen,"26 in, (66 cm)",Fragrant,"",""
The One Ring,"",,178092,https://www.daylilies.org/DaylilyDB/detail.php?id=178092,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The One Ring.jpg,Salter-E.H.,2015,"reverse bicolor with the sepals being a darker tan than the pale yellowish tan petals, the patterned eye can be intense and dramatic",(unknown × unknown),Diploid,"Early-Midseason,Rebloom","","","","4 in, (10 cm)",Diurnal,ES-15-09,Evergreen,"28 in, (71 cm)","","",""
The Wonderful Thing About Tigers,$8.00,,158875,https://www.daylilies.org/DaylilyDB/detail.php?id=158875,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The_Wonderful_Thing_About_Tigers.jpg,Goudeau,2008,orange red with darker red eye above dark green throat,(sdlg × Mister Lucky),Tetraploid,"Midseason,Rebloom",15,4,"","6 in, (15 cm)",Extended,27-16,Evergreen,"34 in, (86 cm)","","",""
Thin Man,$10.00,,145657,https://www.daylilies.org/DaylilyDB/detail.php?id=145657,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/thin_man.jpg,Trimmer,2002,bright red self above yellow green throat,(sdlg × Long Tall Sally),Tetraploid,"Midseason,Rebloom",24,2,Unusual FormCascade,"12 in, (30 cm)",Diurnal,"",Evergreen,"42 in, (107 cm)","","",""
Thing Of Beauty,$10.00,,10844,https://www.daylilies.org/DaylilyDB/detail.php?id=10844,https://www.daylilies.org/DaylilyDB/None,Terry,1993,lavender pink self with green throat,(Yazoo Souffle × sdlg),Diploid,"Early-Midseason,Rebloom","","",Double,"6 in, (15 cm)",Extended,"",Evergreen,"27 in, (69 cm)","","",""
Three Pointer,"",,178531,https://www.daylilies.org/DaylilyDB/detail.php?id=178531,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Three Pointer.jpg,Murphy-J.P.,2015,"sanded peach tepals with lavender rose eye and huge dark green throat, ruffled and sunfast, long bloom season",(Peace Out × Just Jessie),Diploid,"Early-Midseason,Rebloom",20,3,Unusual FormCascade,"8 in, (20 cm)",Extended,10012PEACEJESSIE,Dormant,"57 in, (145 cm)",Fragrant,"",""
Tidewater Snowflake,$20.00,,182476,https://www.daylilies.org/DaylilyDB/detail.php?id=182476,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/TidewaterSnowflake_1496843367.jpg,Sterrett,2017,"White with a yellow green throat, becomes whiter as the day progresses, heavy substance, lightly ruffled and blooms above the foliage.",(Cowrie Flower × Gentle Shepherd),Diploid,"Midseason,Rebloom",18,4,"","4 in, (10 cm)",Diurnal,122020161,Dormant,"21 in, (53 cm)","","",""
Tidewater Thunderstorm,"",,183764,https://www.daylilies.org/DaylilyDB/detail.php?id=183764,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tidewater Thunderstorm.jpg,Mundy,2017,burgundy with lighter burgundy eyezone leading to a golden throat,(unknown × unknown),Diploid,"Midseason,Rebloom",17,3,Unusual FormCrispate-Cascade,"8 in, (20 cm)",Diurnal,1A,Semi-Evergreen,"27 in, (69 cm)","","",""
Tiffany Gold,$8.00,,42120,https://www.daylilies.org/DaylilyDB/detail.php?id=42120,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tiffany Gold 2_1509128703.jpg,Munson-R.W.,1982,pink gold self with gold throat,(Shibui Splendor × Sabie),Diploid,"Early-Midseason,Rebloom","","","","7 in, (18 cm)",Diurnal,SSS-13,Evergreen,"24 in, (61 cm)",Fragrant,"",""
Tiger Bait,"",,158878,https://www.daylilies.org/DaylilyDB/detail.php?id=158878,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tiger_Bait.jpg,Goudeau-G.,2008,creamy white with black purple eye and edge above dark green throat,(sdlg × sdlg),Tetraploid,"Midseason,Rebloom",15,3,"","4.5 in, (11 cm)",Diurnal,6-4-7-3,Semi-Evergreen,"18 in, (46 cm)","","",""
Tim Herrington,"",,175524,https://www.daylilies.org/DaylilyDB/detail.php?id=175524,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/timherrington.jpg,Elliott-S.,2014,copper red with very distinct yellow midribs on the petals,(Wildman George × Two to Tango),Diploid,"Midseason,Rebloom",28,4,Double 95%,"3.5 in, (9 cm)",Diurnal,sedsel12-35,Evergreen,"20 in, (51 cm)","","",""
Timber Man,$15.00,,164688,https://www.daylilies.org/DaylilyDB/detail.php?id=164688,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Timber Man.jpg,Townsend-J.,2010,"pink with gold eye and edge, green throat",(sdlg × Alexa Kathryn),Tetraploid,"Early-Midseason,Rebloom",15,3,"","6.5 in, (17 cm)",Diurnal,6018,Semi-Evergreen,"24 in, (61 cm)","","",""
Time Stopper,"",,155645,https://www.daylilies.org/DaylilyDB/detail.php?id=155645,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Time_Stopper.jpg,Gossard,2006,maroon purple with darker maroon purple eye and edge ruffled in white above green throat,(Heavenly Pink Butterfly × Lavender Curls),Diploid,Early-Midseason,18,4,"","7 in, (18 cm)",Diurnal,HPBLAVC,Dormant,"33 in, (84 cm)","","",""
Timeless Romance,$10.00,,10903,https://www.daylilies.org/DaylilyDB/detail.php?id=10903,https://www.daylilies.org/DaylilyDB/None,Salter,1996,pink blend with a light cream pink halo and green throat,"",Tetraploid,"Early-Midseason,Rebloom","","","","5.5 in, (14 cm)",Diurnal,"",Semi-Evergreen,"28 in, (71 cm)","","",""
To Be or Not to Be,"",,187001,https://www.daylilies.org/DaylilyDB/detail.php?id=187001,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/ToBeorNottoBe_1535566488.jpg,Salter,2018,"Bright yellow gold with large, circular garnet eye, and large, pronounced garnet edge.",(unknown × unknown),Tetraploid,"Early-Midseason,Rebloom","","","","6 in, (15 cm)",Diurnal,JS1821,Semi-Evergreen,"28 in, (71 cm)","","",""
Tommystar,"",,157182,https://www.daylilies.org/DaylilyDB/detail.php?id=157182,https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tommystar.jpg,Anderson-H.,2007,mauve with wine band above gold to green throat,(unknown × unknown),Diploid,"Late,Rebloom",35,4,"","4 in, (10 cm)",Diurnal,721007,Dormant,"32 in, (81 cm)",Fragrant,"",""
